tiempo,tokens_circulacion
0.45221797493602084,1
80.4070596666553,1
80.91819211012185,2
81.26766380980493,3
300.8590569670299,4
731.0446266884168,4
853.2605246528925,4
853.5002312397302,5
854.0264660571311,6
922.2113778922029,6
1006.2431817729209,7
1011.5582018288427,7
1171.4430290532025,7
1171.8477854741434,8
1182.9820651612672,9
1183.4189525212576,10
1183.9447497327253,11
1361.6482626166335,11
1721.3181892148668,11
1968.937872193205,12
1974.2577367170413,12
1974.739777179414,13
2054.9219070826216,14
2055.2890097179934,15
2158.3489316842292,16
2158.7065932605615,17
2159.0057065555025,18
2255.2823658688085,19
2323.983925953744,20
2324.2616256260562,21
2324.6945564092703,22
2332.487575819489,22
2645.9135746369348,23
2817.1499975066135,23
2896.8467680198296,23
2988.5359597382303,24
2988.776774213372,25
3060.617144583466,26
3091.38822073135,27
3233.38942337772,27
3300.5997837828095,28
3301.126779867262,29
3426.482296679175,29
3426.7614126121903,30
3427.099483898856,31
3432.414462670155,31
3432.8502213249094,32
3512.6809093179777,32
3724.844826720696,32
3789.1207894994855,33
3789.3634051408803,34
3897.8692406053233,34
3987.8884956888996,34
4203.505152987585,34
4283.330715859702,34
4363.285580437787,34
4363.7515797779115,35
4426.235818504338,35
4474.386048302994,36
4474.614015689284,37
4543.326567175095,36
4543.864341302846,37
4552.61764689832,38
4791.766491654104,38
5147.790016901759,39
5148.290770523927,40
5148.688563740207,41
5175.881093822957,40
5315.584159425155,41
5434.152494987869,42
5467.805087270544,43
5468.119836230027,44
5968.543865113028,45
6128.908587523438,46
6129.446686633832,47
6147.117307108253,48
6147.614088141859,49
6172.749654897603,50
6249.671316720412,50
6329.626181298497,50
6458.212781128479,50
6538.160736632955,50
6538.696500334206,51
6539.120718783572,52
6539.652691606319,53
6539.930322397646,54
6545.902709980435,55
6546.338671563453,56
6546.632058725989,57
6547.098777257798,58
6547.348263532289,59
6552.662990129375,59
6553.200438475408,60
6553.438236345683,61
6666.333436978507,62
6751.608733387174,62
7393.076501177024,61
7393.307815659204,62
7399.006588358799,62
7490.972383128532,63
7491.277366796364,64
7571.232229338285,64
7571.47349446347,65
7651.428358818121,65
7662.85763657599,66
7742.812499031325,66
7822.767352186103,66
7823.267684451624,67
7823.570988684958,68
7903.520818445453,68
7909.415095483407,69
8041.986786817835,70
8111.627391087533,70
8211.934347845925,71
8548.824361321998,72
8641.345692959052,73
8641.839656402743,74
8642.112423195596,75
8642.57853273266,76
8790.698475706897,77
8791.011818511688,78
8879.159528751608,79
