tiempo,evento,token,saldo_vendedor,extra
0.45221797493602084,mint,T0,4950.0,
80.4070596666553,compra_exitosa,T0,5873.705931666788,2105.945292204219
80.91819211012185,mint,T1,5823.705931666788,
81.26766380980493,mint,T2,5773.705931666788,
300.8590569670299,mint,T3,5723.705931666788,
731.0446266884168,compra_exitosa,T3,6621.230856659149,1920.8085297085809
853.2605246528925,compra_exitosa,T2,7638.788265151731,2355.5596572842114
853.5002312397302,mint,T4,7588.788265151731,
854.0264660571311,mint,T5,7538.788265151731,
922.2113778922029,compra_exitosa,T5,8589.369291716097,2152.3567382739025
1006.2431817729209,mint,T6,8539.369291716097,
1011.5582018288427,compra_exitosa,T1,9705.883529970475,2224.593153493809
1171.4430290532025,compra_exitosa,T4,10695.311727500366,1362.7546789465118
1171.8477854741434,mint,T7,10645.311727500366,
1182.9820651612672,mint,T8,10595.311727500366,
1183.4189525212576,mint,T9,10545.311727500366,
1183.9447497327253,mint,T10,10495.311727500366,
1361.6482626166335,compra_exitosa,T10,11450.066906922006,1358.6967363992817
1721.3181892148668,compra_exitosa,T7,12357.831774015815,1823.5977203506895
1968.937872193205,mint,T11,12307.831774015815,
1974.2577367170413,compra_exitosa,T11,13178.881767043416,1993.2390934664008
1974.739777179414,mint,T12,13128.881767043416,
2054.9219070826216,mint,T13,13078.881767043416,
2055.2890097179934,mint,T14,13028.881767043416,
2158.3489316842292,mint,T15,12978.881767043416,
2158.7065932605615,mint,T16,12928.881767043416,
2159.0057065555025,mint,T17,12878.881767043416,
2255.2823658688085,mint,T18,12828.881767043416,
2323.983925953744,mint,T19,12778.881767043416,
2324.2616256260562,mint,T20,12728.881767043416,
2324.6945564092703,mint,T21,12678.881767043416,
2332.487575819489,actualizacion_precio,T12,12678.881767043416,1030.822131158398
2645.9135746369348,mint,T22,12628.881767043416,
2817.1499975066135,compra_exitosa,T12,13659.703898201815,1769.4573029805028
2896.8467680198296,compra_exitosa,T6,14806.96692326812,1148.7326809529084
2988.5359597382303,mint,T23,14756.96692326812,
2988.776774213372,mint,T24,14706.96692326812,
3060.617144583466,mint,T25,14656.96692326812,
3091.38822073135,mint,T26,14606.96692326812,
3233.38942337772,actualizacion_precio,T24,14606.96692326812,1033.4929025895487
3300.5997837828095,mint,T27,14556.96692326812,
3301.126779867262,mint,T28,14506.96692326812,
3426.482296679175,compra_exitosa,T22,15614.068970479404,2404.302961234897
3426.7614126121903,mint,T29,15564.068970479404,
3427.099483898856,mint,T30,15514.068970479404,
3432.414462670155,compra_exitosa,T23,16495.685912447392,2468.061146137541
3432.8502213249094,mint,T31,16445.685912447392,
3512.6809093179777,compra_exitosa,T21,17374.902784624,2962.0760988364227
3724.844826720696,actualizacion_precio,T28,17374.902784624,859.3883818940261
3789.1207894994855,mint,T32,17324.902784624,
3789.3634051408803,mint,T33,17274.902784624,
3897.8692406053233,actualizacion_precio,T24,17274.902784624,1102.7060426873018
3987.8884956888996,compra_exitosa,T9,18228.31549040667,1755.044763876394
4203.505152987585,compra_exitosa,T31,19333.796133716132,2159.0195592408795
4283.330715859702,compra_exitosa,T24,20436.502176403435,1292.1838172002194
4363.285580437787,compra_exitosa,T25,21283.24235294366,1950.6901095305484
4363.7515797779115,mint,T34,21233.24235294366,
4426.235818504338,compra_exitosa,T20,22355.384712282856,2551.3981943565177
4474.386048302994,mint,T35,22305.384712282856,
4474.614015689284,mint,T36,22255.384712282856,
4543.326567175095,burn_token,T19,22255.384712282856,
4543.864341302846,mint,T37,22205.384712282856,
4552.61764689832,mint,T38,22155.384712282856,
4791.766491654104,compra_exitosa,T32,23291.921276746973,1850.4959648210033
5147.790016901759,mint,T39,23241.921276746973,
5148.290770523927,mint,T40,23191.921276746973,
5148.688563740207,mint,T41,23141.921276746973,
5175.881093822957,burn_token,T39,23141.921276746973,
5315.584159425155,mint,T42,23091.921276746973,
5434.152494987869,mint,T43,23041.921276746973,
5467.805087270544,mint,T44,22991.921276746973,
5468.119836230027,mint,T45,22941.921276746973,
5968.543865113028,mint,T46,22891.921276746973,
6128.908587523438,mint,T47,22841.921276746973,
6129.446686633832,mint,T48,22791.921276746973,
6147.117307108253,mint,T49,22741.921276746973,
6147.614088141859,mint,T50,22691.921276746973,
6172.749654897603,mint,T51,22641.921276746973,
6249.671316720412,compra_exitosa,T15,23703.083276858244,1840.4058940608602
