tiempo,tokens_circulacion
70.04016587698133,1
458.6901775022959,2
563.6770274142648,2
571.8166879959647,3
577.1315053597065,3
577.6435053442215,4
657.5943232923877,4
657.9881553440963,5
783.2552915947216,5
783.5720802420639,6
783.9104920387747,7
784.4090278636994,8
789.7237544650934,8
789.9467589400982,9
803.2902664432462,10
803.5476797067936,11
813.4984368464645,11
813.730435382837,12
1188.0312113151103,12
1221.973875857465,12
1258.4539143524473,13
1258.9905430768706,14
1259.4946767641,15
1259.844403610401,16
1281.0072945083275,15
1364.314141651075,16
1604.1758825408342,16
1998.2899006787577,17
2008.9914869304455,17
2014.3062135351947,17
2014.6149227879305,18
2094.569776427548,18
2094.8155073583976,19
2259.9665079499587,19
2330.844926999527,20
2532.751812227532,20
2538.603953264028,21
2539.1116328729554,22
2539.6029364959722,23
2619.557799012231,23
2675.5997041232963,24
2682.837600892937,24
2724.943317828581,25
2725.478981363785,26
2741.8463513241086,27
2816.576885161597,26
2816.859064785785,27
2817.379259640673,28
2998.5417308157325,29
2999.0608739828504,30
2999.5450693394127,31
3093.5224297888003,31
3593.8307005665556,31
3594.343734088582,32
3594.600624916794,33
3754.8905296779158,34
3864.0489890230256,34
4092.762083214397,34
4195.851710544555,34
4196.074496174032,35
4216.952916170605,36
4217.2069435385565,37
4217.614551918113,38
4217.863996805832,39
4282.006235210645,39
4282.228974352293,40
4367.49854888397,40
4447.453413462014,40
4480.485007634866,39
4646.850125630215,39
4647.378330602983,40
4727.324731841009,40
4727.796126623504,41
4728.018852539795,42
4842.068552564934,43
4922.384513894953,44
4922.804180549908,45
4923.214907045791,46
5100.365399907182,46
5310.966985492373,46
5846.22326802304,46
5864.597348748338,47
5864.939170496163,48
5865.3850586111785,49
5865.721456361494,50
5945.676320431095,50
6078.9548091746265,51
6207.535346832738,52
6420.585048481987,52
6421.104176310143,53
6544.8852555789135,53
6555.536494035504,53
6634.187373089583,53
6634.671947715081,54
6702.746105204267,55
6882.910309072219,55
6896.279360347596,55
6916.703016880888,54
6917.234404731039,55
6917.729629491308,56
6961.240781073802,57
6961.464377570691,58
6967.310612549099,59
7044.304148947807,59
7104.707587345662,59
7184.637619869886,59
7264.592484447437,59
7264.865015881287,60
7646.120984743406,61
7726.05485530311,61
7965.366380557541,61
8000.414211477318,62
8000.824810647234,63
8001.348007439432,64
8081.302783587001,64
8161.215091076652,64
8166.530379863118,64
8382.242620128467,65
8382.702942592601,66
8458.490670663214,66
8538.405504290233,66
8538.915398632811,67
8623.548144126655,67
8641.516755375384,67
8670.868576519124,68
8750.823441040095,68
8919.46732380137,68
9112.161499627997,68
9192.116364199765,68
9471.017259184238,68
9471.517843577967,69
9472.023785518775,70
9472.442303763133,71
9472.772115719603,72
9552.726980293746,72
9553.198488794915,73
9666.986659394233,74
9682.176559530713,75
9770.532080595232,75
9776.807170419255,75
9777.334709592742,76
9777.872048205229,77
9896.76985712943,77
9902.212113012769,77
10101.836059259344,78
10102.31680195189,79
10261.409701564842,79
10356.306797536261,79
10581.776922419407,80
10691.196059947835,80
10771.458942545756,81
10861.602861730114,82
10900.011897379743,82
10979.966730073173,82
11055.79038551173,82
11460.589981558915,83
11545.872814911263,83
11556.58497308101,83
11695.985544754314,83
11715.694823829319,83
11870.173739078378,84
11875.777793490308,85
11955.731548242235,85
11956.190139163826,86
12140.78925336724,87
12141.14358729125,88
12186.080890159592,89
12186.61865042459,90
12186.850814523947,91
12187.339202334144,92
12393.527000677612,92
12394.036469776427,93
12636.8389089259,94
12746.121291126861,94
12920.914914621015,93
12921.181026849006,94
12921.469271534761,95
12921.897686682833,96
12922.387257134087,97
13253.750112479695,97
13253.998818432432,98
13259.313988640853,98
13264.628717731275,98
13265.049737786416,99
13345.433309792741,100
13345.666198365223,101
13577.652953140243,101
13578.042042355935,102
13792.98828894781,103
13835.603629294497,104
13923.189168741706,105
13923.57574220097,106
14052.217942073321,107
14118.7978759673,108
14119.024493913397,109
14130.847317096064,110
14136.193242874973,110
14136.471938784785,111
14216.422108237875,111
14216.702276506407,112
14217.912346458404,113
14223.458790779627,114
14223.874637062603,115
14408.683384447486,115
14409.12054339914,116
14414.441464103355,116
14414.967488728298,117
14494.71012061819,117
14495.039278677146,118
14691.907042458048,119
14817.441483682238,120
14941.610605825796,121
14963.283204834808,122
15135.848176966916,123
15145.47680990551,124
15145.969202715542,125
15305.750725574877,126
15306.176918478102,127
15306.702842967621,128
15399.619228396406,129
15404.933954999755,129
15405.276154587782,130
15405.694483588664,131
15409.148993775028,132
15489.103789120438,132
15489.556855677241,133
15530.02071229673,133
15530.482713947626,134
15610.437572662338,134
15689.939900791072,135
15690.47270123722,136
15690.81921842105,137
15691.137558096696,138
15691.56725390952,139
15767.816158861624,139
15768.162455468226,140
15770.468616607714,141
15770.914831409267,142
15808.859115673313,141
15846.950768578465,141
15847.414525161394,142
15847.672777107013,143
16166.333999381259,142
16209.90402699876,142
16260.158485668733,143
16499.86265194126,144
16505.671515404694,145
16549.840254125367,145
16678.614952310534,145
16679.14353660323,146
16679.68151672742,147
16679.964667855424,148
16680.28959985707,149
16875.46570451605,149
16875.982830023415,150
16876.333937550415,151
17029.016239011416,151
17029.425127230446,152
17034.769599072915,152
17035.122462364445,153
17152.070544972143,153
17152.597704939235,154
17232.549199187608,154
17447.580779585784,155
17599.792285526142,155
17679.747144625024,155
17680.025444760275,156
17680.552010541494,157
17680.924240666212,158
17760.879105108073,158
17801.469088689802,158
17801.965125898238,159
18072.679809807472,159
18073.015104538656,160
18380.77652394389,160
18519.29647368817,160
18684.915418902347,159
18808.080449216817,160
18888.032555220834,160
18888.514574805253,161
18984.11269013141,162
18984.392124583545,163
18984.648155820738,164
18984.871033157477,165
18985.358683616043,166
18985.597020234778,167
19251.483525988784,168
19336.724945408496,169
19337.0602205895,170
19367.946060395057,169
19368.178271423712,170
19368.688682216067,171
19368.976244914164,172
19455.026707107343,173
19536.458556334546,173
19536.744415291025,174
19653.88877753431,174
19654.423073991842,175
19729.201204132183,176
19729.64902434852,177
19729.96133587314,178
19810.149198167368,179
19889.229907807243,179
19953.143136919505,180
19953.409262069235,181
19953.88792481855,182
19954.29427101406,183
19954.684707453485,184
20057.5275744324,185
20062.86402056812,185
20162.583020330192,186
20167.897746925788,186
20186.277179349476,186
20266.231883121804,186
20562.211298843282,186
20562.740464626597,187
20714.448928471837,188
20847.43231937653,189
20938.609926189234,190
21182.171017944154,190
21376.814098314713,190
21377.12741096342,191
21505.948657670648,191
21539.38533140826,192
21625.777884140036,192
21626.233168046907,193
21633.332630833396,194
21701.000507589986,195
21780.955324253486,195
21781.249434992154,196
22046.237420802605,196
22070.951313003534,197
22201.114363432644,198
22201.436330207714,199
22326.606717385035,199
22406.497687849165,199
22451.41119208676,199
22689.761591999457,198
22690.151465792085,199
23010.178747266837,199
23015.506615194838,199
23030.03573990637,199
23035.350466561842,199
23148.668644215133,199
23148.987242194748,200
23290.027686171026,201
23369.982543185433,201
23370.313311103775,202
23519.895644116285,202
23520.120959219665,203
23520.657753446732,204
23605.927673984937,204
23646.002455353002,204
23646.442078640208,205
23646.94447704955,206
23767.390025658508,207
23921.23447930675,207
24125.935108705493,208
24126.463986487754,209
24126.70329428108,210
24132.018020877815,210
24271.88554400352,211
24433.85225242632,212
24434.212767233716,213
24514.476459666555,214
24653.936347749554,215
24733.891207456927,215
24734.42818135656,216
24734.680133610378,217
24776.467999852368,218
24776.6948566812,219
24776.944879208128,220
24890.206814611378,220
25050.116521175067,220
25135.126510839746,220
25208.808542616964,220
25209.2678279382,221
25338.97042812617,221
25345.473856575496,222
25390.564119096314,222
25391.08466339451,223
25437.079168885335,224
25546.76007927676,224
25990.26682943175,225
26064.90939153359,225
26065.445699944612,226
26145.386278939222,226
26311.595455281906,226
26397.76685902479,227
26400.849561171162,228
26415.244258082563,229
26495.18616010688,229
26575.040026352803,229
26575.35021666809,230
26655.305081226812,230
26735.270824782372,231
26741.398827069916,231
26741.699652449282,232
26742.221753880043,233
26942.082972831948,233
26942.384066282288,234
27034.700818422745,235
27114.71300624343,236
27114.93804176951,237
27194.89290634759,237
27228.213293612607,237
27235.97095929211,237
27236.491590754238,238
27236.834076415977,239
27566.736836188225,239
27567.24681255984,240
27567.703688318008,241
27573.586416310754,240
27573.98884236955,241
27683.634562812305,242
27902.59991961226,241
27905.995418537812,242
28098.91465682442,243
28179.14371926801,244
28345.596779993124,245
28345.95830351543,246
28659.580081924105,247
29016.078855100368,247
29016.48986759493,248
29397.338351881383,248
29397.561563515406,249
29398.079992268937,250
29406.331916623578,250
29494.709452477276,251
29500.024206603157,251
29579.831090263226,251
29580.07816508226,252
29660.03302609139,252
29660.26905616835,253
29660.793321020672,254
29685.821575098103,254
29686.34705835272,255
29697.458822185992,256
29777.396655608263,256
29801.816295889294,256
29837.282776325017,257
29837.768533338287,258
29914.30624683742,259
29992.775325592567,259
30072.729835999027,259
30073.04942995165,260
30073.585213042938,261
30159.48178496755,261
30237.082837738802,261
30260.52072771312,260
30660.661684521237,260
30666.225921617715,260
30860.69917096812,260
30899.715968564396,261
31297.924092596964,262
31488.545381949192,262
31511.17166765785,263
31691.879792943288,263
31719.176946659303,264
31950.20046100993,265
31950.623764857923,266
32030.57842975229,266
32194.776022872727,266
32195.312803386965,267
32195.5623908157,268
32196.02417769093,269
32203.513990642845,270
32204.046520113305,271
32245.559750631404,272
32326.59536581186,273
32406.550107046056,273
32411.8660675366,273
32493.08577773967,274
32603.703352063392,275
32609.01861395793,275
32907.35499626457,276
32987.306021148994,276
33067.74851314427,277
33181.519042077074,278
