tiempo,evento,token,saldo_vendedor,extra
70.04016587698133,mint,T0,4950.0,
458.6901775022959,mint,T1,4900.0,
563.6770274142648,compra_exitosa,T1,6049.072613684995,1685.6764891352577
571.8166879959647,mint,T2,5999.072613684995,
577.1315053597065,compra_exitosa,T2,6928.396937963177,2142.9339671942566
577.6435053442215,mint,T3,6878.396937963177,
657.5943232923877,compra_exitosa,T0,7857.052650870156,2448.6436480416164
657.9881553440963,mint,T4,7807.052650870156,
783.2552915947216,compra_exitosa,T3,8807.357252885497,1384.599983697719
783.5720802420639,mint,T5,8757.357252885497,
783.9104920387747,mint,T6,8707.357252885497,
784.4090278636994,mint,T7,8657.357252885497,
789.7237544650934,compra_exitosa,T5,9634.880712696227,1763.0468598622447
789.9467589400982,mint,T8,9584.880712696227,
803.2902664432462,mint,T9,9534.880712696227,
803.5476797067936,mint,T10,9484.880712696227,
813.4984368464645,compra_exitosa,T7,10560.796228726493,1917.1950518418873
813.730435382837,mint,T11,10510.796228726493,
1188.0312113151103,compra_exitosa,T10,11398.933085906612,2034.0374158543402
1221.973875857465,actualizacion_precio,T9,11398.933085906612,1171.1708480142343
1258.4539143524473,mint,T12,11348.933085906612,
1258.9905430768706,mint,T13,11298.933085906612,
1259.4946767641,mint,T14,11248.933085906612,
1259.844403610401,mint,T15,11198.933085906612,
1281.0072945083275,burn_token,T8,11198.933085906612,
1364.314141651075,mint,T16,11148.933085906612,
1604.1758825408342,compra_exitosa,T15,12036.850849354574,1839.5105212005362
1998.2899006787577,mint,T17,11986.850849354574,
2008.9914869304455,compra_exitosa,T16,13202.581670681124,1579.6000365236457
2014.3062135351947,compra_exitosa,T14,14316.814316134958,1279.5605242578013
2014.6149227879305,mint,T18,14266.814316134958,
2094.569776427548,compra_exitosa,T12,15295.303305392177,1500.4010685359074
2094.8155073583976,mint,T19,15245.303305392177,
2259.9665079499587,compra_exitosa,T13,16266.012691615473,2427.5120723893224
2330.844926999527,mint,T20,16216.012691615473,
2532.751812227532,actualizacion_precio,T4,16216.012691615473,1045.5887772081608
2538.603953264028,mint,T21,16166.012691615473,
2539.1116328729554,mint,T22,16116.012691615473,
2539.6029364959722,mint,T23,16066.012691615473,
2619.557799012231,compra_exitosa,T18,16968.85128776441,1712.9799632428549
2675.5997041232963,mint,T24,16918.85128776441,
2682.837600892937,compra_exitosa,T11,17976.78043772452,1471.9067127304259
2724.943317828581,mint,T25,17926.78043772452,
2725.478981363785,mint,T26,17876.78043772452,
2741.8463513241086,mint,T27,17826.78043772452,
2816.576885161597,burn_token,T20,17826.78043772452,
2816.859064785785,mint,T28,17776.78043772452,
2817.379259640673,mint,T29,17726.78043772452,
2998.5417308157325,mint,T30,17676.78043772452,
2999.0608739828504,mint,T31,17626.78043772452,
2999.5450693394127,mint,T32,17576.78043772452,
