tiempo,tokens_circulacion
0.5150433700409895,1
80.46990755982844,1
80.69613317789516,2
214.32184586917566,2
214.8445933937631,3
294.7994579718479,3
366.30656260576774,3
476.970707398405,4
477.23350410399337,5
478.2764861227802,5
841.2609770865711,5
1562.1071020005872,6
1636.4544571161982,7
1636.8821609987697,8
1643.8406165442368,9
1644.3785181281414,10
1644.8576251814377,11
1645.2835796937593,12
1645.7463518250686,13
1646.210281264286,14
1819.6079517245496,15
1820.0594067704287,16
1820.5051879949904,17
2067.7440588111685,17
2078.5280927391186,17
2334.9468179774053,17
2648.281962044248,17
2696.5507012278354,17
2696.9668171910403,18
2795.6528216249985,18
2859.596837601815,18
2859.821654632146,19
2946.6601005754346,20
3026.6149651123183,20
3107.0980167668554,21
3123.3512924449756,22
3547.7817183820976,23
3548.31176902956,24
3627.7372077722766,24
3628.257602838931,25
3628.4838036240176,26
4241.853035614225,27
4264.601123319035,28
4270.053815480659,28
4398.113300063567,28
4431.70460012394,28
4432.015799020407,29
4511.970129771674,29
4512.275742138419,30
4592.230606588895,30
4592.642268077424,31
4593.151422312956,32
4649.209721255356,32
4719.914892276169,33
4720.275367360306,34
4720.5657141502215,35
4800.520497425618,35
4941.225911430796,35
4968.74728097866,36
5048.702145056385,36
5128.414562228364,36
5128.903576168009,37
5275.945401548732,38
5313.845493080793,39
5329.95271882515,40
5330.198807280504,41
5330.574115285891,42
5413.194303829357,43
5509.7399566963695,43
5510.019346700576,44
5589.974210232315,44
5773.055244356018,45
5773.562635773429,46
5773.879257339773,47
5933.788981816214,47
6027.604812567541,47
6028.130808420798,48
6028.399608558007,49
6199.357639343459,49
6199.598012563085,50
6199.8275260597275,51
6200.201103975527,52
6219.785190425707,52
6392.280335127393,53
6392.521269130989,54
6392.89540891169,55
6473.348856607858,56
6473.679558881317,57
6473.902998539545,58
6480.0226229198415,58
6480.458885005022,59
6560.799080143848,60
6646.035414816636,60
6646.385421420971,61
6752.113897310806,61
6832.068679302938,61
6852.578774754564,61
6852.824347874845,62
6853.152344218992,63
6933.341996081786,64
6933.805867289978,65
7094.020681384626,66
7285.295498691986,66
7599.746334110778,66
7600.180893688219,67
7709.392164962737,67
7709.67110733413,68
7730.44323605747,68
7730.882986051652,69
7731.421088923248,70
7731.6486323228,71
7810.525403033722,71
7811.042755968606,72
7811.577706295599,73
7891.532570872485,73
7891.758252988519,74
7971.713117566596,74
8094.386798593724,75
8194.539808686584,75
8295.894380002977,76
8731.33672022787,77
8833.884455624511,78
8834.400908218324,79
8839.724831148127,79
8863.63169399622,79
8864.0085846568,80
8942.527922672094,80
8955.693156453128,81
8955.999341985513,82
8956.485210013561,83
8956.999094626522,84
9177.107509016056,84
9177.330317837357,85
9257.79352160384,86
9302.691783680233,86
9308.015033182106,86
9404.914711049318,87
9485.265083460243,88
9765.792240306348,88
9766.330209181931,89
9766.55489615002,90
9850.412481871672,90
9930.36312677272,90
9930.633048781476,91
10135.488497066342,91
10215.086789958443,91
10340.795262831632,92
10466.22647228507,93
10466.736930942337,94
10546.691794359773,94
10579.592149606458,94
10580.126801169987,95
10580.350348516247,96
10580.718716092284,97
10581.173587949137,98
10581.711119596153,99
10587.026014960642,99
10664.809788325798,100
10744.991118169188,101
10910.281986584398,101
11012.350268791492,102
11012.58163153272,103
11013.044841384872,104
11013.500476779169,105
11027.94530725069,105
11040.741599833613,106
11278.384995042168,106
11336.982740976591,107
11337.425750209099,108
11413.583082767738,108
11754.003476759217,109
11754.520423774264,110
11832.918315063793,110
11947.44974245852,111
11947.837173259415,112
11948.128337227843,113
11948.35225387383,114
11948.629138135559,115
12042.774998601228,116
12357.458769919884,116
12437.413634497969,116
12443.159211426564,117
12532.349796730043,117
12680.274863802346,117
12692.847647500517,117
12693.092567384121,118
12863.071837194657,119
12875.99216874077,119
12881.416477552128,119
12881.679868443924,120
12961.634733020543,120
13039.33063407827,120
13104.666321557388,121
13105.170599198997,122
13185.115583810977,122
13340.51000417476,122
13420.741417123867,123
13421.272512665893,124
13426.587263344165,124
13633.80386506905,125
13836.154329882676,125
13841.470730292685,125
13841.996071846295,126
13847.567612119983,127
13847.869653960715,128
13884.39596792401,129
13884.905586654753,130
13987.947056713749,131
14020.200736447052,131
14020.536445063264,132
14145.151866823504,133
14145.600147478088,134
14225.55501203887,134
14307.923658179257,133
14308.189306449274,134
14308.65136132827,135
14433.878401478185,135
14513.833216905976,135
14660.421808780897,136
14830.25543189706,137
14830.69366366815,138
14859.558646098269,138
14859.970707454055,139
15056.616640508191,140
15057.131127311477,141
15062.44585394666,141
15191.109979841305,142
15212.638524585947,143
15212.869403574494,144
