tiempo,evento,token,saldo_vendedor,extra
0.4692680899768591,compra_fallida_sin_tokens,,5000.0,2499.653946878886
1.317249549549885,mint,T0,4950.0,
1.6164433925932884,mint,T1,4900.0,
5.414190117702752,mint,T2,4850.0,
22.931977493494312,mint,T3,4800.0,
23.935372437242627,mint,T4,4750.0,
25.97017287931717,compra_exitosa,T0,5781.890218468939,1191.8967569001968
29.560458144653257,mint,T5,5731.890218468939,
31.28803570466527,mint,T6,5681.890218468939,
35.90184373775801,actualizacion_precio,T3,5681.890218468939,786.0379343923761
36.124579599886694,compra_exitosa,T3,6467.928152861315,3365.731679574631
38.97814251159193,actualizacion_precio,T6,6467.928152861315,1039.4233021879602
42.71450585366903,compra_exitosa,T1,7495.832282081328,1701.8084603165241
48.47825966916234,mint,T7,7445.832282081328,
51.37871388208933,mint,T8,7395.832282081328,
51.55368248930672,mint,T9,7345.832282081328,
63.55579692627184,mint,T10,7295.832282081328,
65.42352983455996,mint,T11,7245.832282081328,
69.0940843141061,mint,T12,7195.832282081328,
86.55811997778723,mint,T13,7145.832282081328,
88.05036535492538,compra_exitosa,T8,8144.482559607535,2333.659683471728
89.02883472620647,mint,T14,8094.482559607535,
92.67008244558683,mint,T15,8044.482559607535,
105.22889995626946,mint,T16,7994.482559607535,
109.79547390229071,compra_exitosa,T14,9011.619387726532,1678.2482717433213
109.80101132266664,compra_exitosa,T6,10051.042689914493,2235.83102779043
117.40346047130005,compra_exitosa,T5,10994.813936990397,1678.5808674739098
119.39199004295827,compra_exitosa,T2,12095.86546547105,1759.8029023863007
123.96450643806443,compra_exitosa,T16,13042.051299304754,2584.686521281611
137.92043407685009,mint,T17,12992.051299304754,
140.47449444505654,mint,T18,12942.051299304754,
144.59393191948567,mint,T19,12892.051299304754,
151.9633817530925,mint,T20,12842.051299304754,
154.75245272263464,mint,T21,12792.051299304754,
154.94386347979685,compra_exitosa,T7,13762.881924325426,2068.3405556865046
156.78649078331634,compra_exitosa,T13,14782.568047912338,1845.7605687034475
165.3187858166868,compra_exitosa,T15,15859.938089595707,1567.4637104025678
167.26980017177263,mint,T22,15809.938089595707,
167.4456085302727,compra_exitosa,T19,16889.497635985303,2332.3714065763393
173.36199273428755,mint,T23,16839.497635985303,
179.46830564935397,mint,T24,16789.497635985303,
188.99837311781462,compra_exitosa,T21,17697.458555478566,1944.5911145377422
189.00534952699627,compra_exitosa,T9,18591.687462582977,910.9418714920287
190.2611862183754,mint,T25,18541.687462582977,
190.38886660992105,compra_exitosa,T12,19408.868857693134,2336.639951829922
192.34078562432842,mint,T26,19358.868857693134,
198.17740497225145,actualizacion_precio,T20,19358.868857693134,1025.7550390722765
214.58745429495843,mint,T27,19308.868857693134,
