tiempo,evento,token,saldo_vendedor,extra
79.95486365089545,compra_fallida_sin_tokens,,5000.0,2591.3698631580155
160.43808056241934,mint,T0,4950.0,
160.9558923225546,mint,T1,4900.0,
320.02378708113207,compra_exitosa,T1,5973.718130669858,1544.5118575831802
416.30284298340587,mint,T2,5923.718130669858,
719.2224341531528,mint,T3,5873.718130669858,
719.7043010163752,mint,T4,5823.718130669858,
841.7476411589404,mint,T5,5773.718130669858,
842.2155644220784,mint,T6,5723.718130669858,
927.7331063654087,compra_exitosa,T2,6725.461025965667,1025.7341580969205
1043.2818220057566,compra_exitosa,T5,7703.095418904375,2576.156218941397
1081.2021519309358,mint,T7,7653.095418904375,
1114.363194919216,mint,T8,7603.095418904375,
1114.8208448701052,mint,T9,7553.095418904375,
1115.1428324779883,mint,T10,7503.095418904375,
1194.7562348715885,compra_exitosa,T6,8442.772551741338,1795.5622070534996
1303.1626100142184,burn_token,T3,8442.772551741338,
1303.692120297843,mint,T11,8392.772551741338,
1383.6469018517842,compra_exitosa,T10,9451.839081411776,1553.6977297380045
1459.7003419731545,compra_exitosa,T0,10588.520028083803,1830.704079510656
1539.1052525721288,compra_exitosa,T9,11634.123986922174,2008.151544194235
1544.437708180826,compra_exitosa,T8,12646.841378841602,2522.420345522848
1544.9450505493348,mint,T12,12596.841378841602,
1602.2940271790321,compra_exitosa,T7,13602.043443885565,2822.3058888953146
1853.6992000500395,mint,T13,13552.043443885565,
1853.980775082841,mint,T14,13502.043443885565,
1930.3838429233156,burn_token,T11,13502.043443885565,
2010.28232179606,compra_exitosa,T4,14577.928220469445,1232.5599421222787
2010.5700551031207,mint,T15,14527.928220469445,
2014.6420680142792,mint,T16,14477.928220469445,
2015.0912997159555,mint,T17,14427.928220469445,
2024.5497348315891,compra_exitosa,T17,15545.56262608659,1006.0626516849891
2488.3223503836907,mint,T18,15495.56262608659,
2575.572697068309,mint,T19,15445.56262608659,
2584.0163095255034,mint,T20,15395.56262608659,
2612.2186258655747,mint,T21,15345.56262608659,
2612.633749465589,mint,T22,15295.56262608659,
2952.942947128368,mint,T23,15245.56262608659,
2953.4785383471876,mint,T24,15195.56262608659,
2953.8094243818523,mint,T25,15145.56262608659,
2954.0415922865523,mint,T26,15095.56262608659,
2954.324917334091,mint,T27,15045.56262608659,
2959.868345622043,mint,T28,14995.56262608659,
3286.4819366990682,mint,T29,14945.56262608659,
3581.9499670584514,compra_exitosa,T24,16022.484153809495,1745.2727045507854
3582.4872793323675,mint,T30,15972.484153809495,
3582.7614233127965,mint,T31,15922.484153809495,
3600.241464497654,mint,T32,15872.484153809495,
3600.647876001652,mint,T33,15822.484153809495,
3680.5805146624925,compra_exitosa,T21,16928.02124959573,1488.2869540778672
3680.8905799285008,mint,T34,16878.02124959573,
3760.845444422638,compra_exitosa,T12,17902.06600010973,2180.6713771157138
3840.8001200891804,compra_exitosa,T18,18893.132413562627,1164.0029439463867
3841.3382991019453,mint,T35,18843.132413562627,
3841.857581224056,mint,T36,18793.132413562627,
3922.297599881905,mint,T37,18743.132413562627,
3990.3858263285565,mint,T38,18693.132413562627,
3990.9136076722807,mint,T39,18643.132413562627,
4036.449161882753,mint,T40,18593.132413562627,
4237.528649055998,compra_exitosa,T25,19617.714335744266,1861.5051005612233
4316.349097445091,mint,T41,19567.714335744266,
