tiempo,tokens_circulacion
79.95486365089545,0
160.43808056241934,1
160.9558923225546,2
320.02378708113207,2
416.30284298340587,3
719.2224341531528,4
719.7043010163752,5
841.7476411589404,6
842.2155644220784,7
927.7331063654087,7
1043.2818220057566,7
1081.2021519309358,8
1114.363194919216,9
1114.8208448701052,10
1115.1428324779883,11
1194.7562348715885,11
1303.1626100142184,10
1303.692120297843,11
1383.6469018517842,11
1459.7003419731545,11
1539.1052525721288,11
1544.437708180826,11
1544.9450505493348,12
1602.2940271790321,12
1853.6992000500395,13
1853.980775082841,14
1930.3838429233156,13
2010.28232179606,13
2010.5700551031207,14
2014.6420680142792,15
2015.0912997159555,16
2024.5497348315891,16
2488.3223503836907,17
2575.572697068309,18
2584.0163095255034,19
2612.2186258655747,20
2612.633749465589,21
2952.942947128368,22
2953.4785383471876,23
2953.8094243818523,24
2954.0415922865523,25
2954.324917334091,26
2959.868345622043,27
3286.4819366990682,28
3581.9499670584514,28
3582.4872793323675,29
3582.7614233127965,30
3600.241464497654,31
3600.647876001652,32
3680.5805146624925,32
3680.8905799285008,33
3760.845444422638,33
3840.8001200891804,33
3841.3382991019453,34
3841.857581224056,35
3922.297599881905,36
3990.3858263285565,37
3990.9136076722807,38
4036.449161882753,39
4237.528649055998,39
4316.349097445091,40
4441.610898397689,41
4446.9632340989165,41
4457.366815085672,41
4551.669672667538,42
4588.424380261229,43
4619.91171812137,44
4620.233499302826,45
4676.811836508959,44
4682.564580836897,45
4687.879350107371,45
4704.25850297003,46
4784.213367542664,46
4848.353877141764,47
4972.729814173127,47
5085.281008084885,48
5090.603826081521,48
5090.850369379328,49
5250.69482267997,49
5441.326082607486,48
5521.720169253273,49
5571.344966699936,50
5573.684284265942,51
5574.031526815709,52
5695.731229204065,53
5775.68609378188,53
5812.901883796222,54
5893.083386690712,55
5967.854179523101,55
5985.9835978854,56
6110.873882619568,57
6111.219028867802,58
6111.751977177764,59
6191.237759387038,60
6195.969342060365,61
6201.284072865313,61
6240.622850380472,61
6276.058017851138,62
6276.332974429677,63
6276.5662353442685,64
6281.881070244815,64
6450.429522761565,64
6578.491727828024,64
6579.029585935012,65
6579.478419650476,66
6584.793148187451,66
6620.616700177901,65
6695.721502351419,66
6706.710255839257,67
6786.665116614277,67
6787.025082924439,68
6799.593385823899,69
7026.236792251554,70
7106.529438333846,71
7185.099035620619,71
7407.269569415557,72
7497.669834848027,73
7497.8979696565675,74
7498.175345813183,75
7595.971234903034,75
7596.258603284572,76
7713.4741090227735,77
7793.80717814637,78
7794.104406557113,79
7862.18568848606,79
7954.835569701425,80
7966.874292212304,81
7979.2519256884425,80
8148.36244492079,81
8148.6467691529415,82
8230.14513022136,82
8619.458199349223,82
8705.171769488612,82
8865.386724083177,83
8945.34040886391,83
8945.738118858799,84
8970.027103853889,85
8972.84631412069,86
9052.801148389679,86
9059.38900120312,87
9059.923788197128,88
9145.022262719054,88
9243.801378871474,88
9412.044840635443,88
9433.356124519629,88
9445.082614283667,89
9445.350229610765,90
9741.464689162718,90
9821.41955313048,90
9898.402027570404,91
10007.508309578188,92
10096.107454608773,92
10096.63443315779,93
10181.974123138063,93
10182.198031434957,94
10182.496861097026,95
10216.11437974799,96
10227.146208515298,96
10244.996666125577,97
10250.346544712047,97
10258.91274566913,97
10259.377345117706,98
10481.74930128916,99
10514.842323093568,99
10618.102402425406,98
10680.901689935883,97
10681.407176308585,98
10681.823881054204,99
10748.822127646645,100
10869.408609195814,100
10874.723335791587,100
11208.977750077915,101
11228.917151917407,102
11375.892298241484,101
11455.847162797822,101
11484.831408391288,100
11485.36927617611,101
11485.665081058434,102
11553.186773959627,102
11627.995077484098,102
11628.530253495072,103
11628.75301620467,104
11788.885441236353,105
11788.909216628084,105
12053.43429289577,106
12133.2004663079,107
12165.877171966491,107
12166.20486113071,108
12166.710551919768,109
12607.801116054052,109
12608.033233343398,110
12729.882885023835,110
12730.373367244176,111
12741.675649408688,111
12759.188818889024,112
12836.75102295458,112
12837.074270257817,113
12956.600100177398,113
12964.958010457005,113
13127.537252704891,113
13128.070743752241,114
13128.31103915587,115
13230.735326912443,116
13381.259868986357,116
13381.570483105408,117
13542.17241926372,118
13622.126966885882,118
13627.915344424075,119
13708.396486828815,120
13788.351351342546,120
13788.57858995068,121
13897.322749702045,122
13897.589393000968,123
13898.127505063969,124
13978.065469623954,124
13978.590874903688,125
13999.234236488173,125
13999.661215395217,126
14483.926913420783,126
14530.423495169875,127
14586.674009768654,126
14586.896960527361,127
14666.851815845517,127
14667.359484884855,128
14667.583879087531,129
14667.845987548,130
15182.528773207818,131
15262.483636947418,131
15352.818238728198,131
15432.703187887148,131
15797.484239205902,131
15877.43910378296,131
15957.393968353863,131
16031.13141236068,131
16198.819693831092,131
16199.356897342033,132
16331.532797908194,132
16332.061211933478,133
16470.77634164236,132
16471.18912895642,133
16549.95137271745,133
16582.38257840702,134
16639.042953958873,135
16639.47616528298,136
16719.799711317202,137
16720.337773989162,138
