tiempo,tokens_circulacion
79.95486450596243,0
160.4418143290053,1
1012.0534147532055,2
1302.4494154367799,2
1302.9859097838287,3
1422.6735276024203,2
1423.1489165934267,3
1423.399135016002,4
1503.5773550830497,5
1509.5427617011587,5
1509.805793714566,6
1510.1819559340718,7
1595.4395527198637,7
1675.3941576579123,7
1675.6630936195295,8
1825.5413516005071,8
1830.8911394515465,8
1831.3662115963346,9
1911.0683155358406,9
1991.4140227734981,10
1991.8828130037261,11
2158.5699793146932,11
2549.2654756373267,12
2629.6971466098935,13
2709.645625285861,13
2776.76468252896,13
2827.5007022528202,14
3308.506646060753,15
3309.007630406313,16
3500.844360847091,16
3501.373784255191,17
3517.794681000828,18
3597.748143247826,18
3761.7854099526035,19
3841.7610433133427,20
3861.222714265847,20
4119.979167425806,20
4350.019342097059,21
4350.534451507253,22
4430.489090235654,22
4430.898754551946,23
4431.148030385335,24
4639.888649729627,24
4640.186097445712,25
4640.414137870365,26
4640.862539701218,27
4708.0840674009,27
4708.366730526879,28
4767.273111900404,28
4847.2277144483205,28
4927.182579026402,28
4927.457481245646,29
5007.780425674422,30
5008.318574511866,31
5029.203580283895,30
5098.788761569592,30
5554.3906276227235,31
5664.570000683079,31
5833.779966803153,32
5834.016095979348,33
5834.494743975057,34
5834.719405214085,35
6185.315150121402,36
6195.23675666803,36
6195.459537645728,37
6269.102564403368,37
6387.470110991196,37
6467.7718504047625,38
6626.789633222944,38
6627.023718851947,39
6627.4318017487085,40
6782.140147304268,40
6862.091597952482,40
6942.443653208182,41
7104.538527705131,42
7333.060429667871,41
7333.283884530012,42
7333.775302016926,43
7424.8783780601725,43
7430.194239022997,43
7435.512243287174,43
7435.947280089512,44
7606.046109615035,45
7606.58257763705,46
7606.8246349075725,47
7685.413153463975,47
7685.834450897338,48
7766.17463341373,49
7766.399037077493,50
8112.427097671261,51
8340.004703030214,52
8419.959567608297,52
8500.281162493973,53
8638.27865397315,53
8801.508667413267,54
8806.853711682837,54
8807.189747420784,55
8818.614836043782,55
8876.180357301328,56
8883.05513294323,56
8883.310460484274,57
9041.216284734357,57
9121.169856037737,57
9121.69529504401,58
9122.093817453453,59
9222.449407723763,59
9296.592344339879,59
9376.42708167082,59
9536.13698199723,60
9536.674055523305,61
9537.066979241916,62
9633.76340592349,62
9634.022283907098,63
9770.50366813734,63
9770.997419450572,64
9850.952254596692,64
9851.48181737632,65
9851.849988088772,66
9932.324563742677,67
9992.946815047564,67
9993.29388022462,68
10073.199184462315,68
10073.565038326464,69
10077.104282397191,68
10390.049021230076,68
10477.525434155621,68
10484.374826749228,69
10564.325498767153,69
10570.303550678998,70
10580.380874601387,70
10580.866242525814,71
10709.962586344574,71
10799.309826750705,71
10799.82058418267,72
10879.775448760745,72
10949.478384363789,72
11033.997230771705,72
11114.34859757139,73
11114.80598067686,74
11115.088667252765,75
11115.624068751848,76
11214.369793232278,76
11372.350063434642,77
11372.708648473266,78
11372.955140794616,79
11452.910005114893,79
11555.069654913043,80
11555.57041252827,81
11610.794745840501,81
11611.295826293115,82
11611.557627977403,83
11691.499325290355,83
11900.253373542364,84
12063.041298649641,84
12063.28927941011,85
12063.766361084427,86
12067.63332029741,87
12182.279313482708,88
12182.702605838158,89
12248.566806389561,90
12392.318478157962,91
12478.324540958105,91
12558.652467544069,92
12571.94993735915,92
12572.172715690192,93
12572.676772195053,94
12602.991376428305,95
12603.296218486375,96
12790.862892598123,96
12921.8035264997,97
12922.339125073344,98
13002.293979497,98
13002.721245843437,99
13008.04410207766,99
13287.050649628705,98
13525.756074694285,98
13526.133571392726,99
13611.638616323737,100
13611.861845300169,101
13612.395636949052,102
13620.010324061315,102
13620.244416256046,103
13671.658353067092,104
13672.075600566992,105
13718.50312304813,104
13798.457987398753,104
13924.31018426079,104
13924.832347592604,105
13989.103615771244,106
14139.843182950812,106
14222.619741482156,107
14223.051801479814,108
14438.081496835319,108
14517.896258166584,108
14524.355932265316,107
14524.893389015206,108
14529.797299387476,108
14697.382144168796,109
14697.784209754978,110
14899.113980886643,109
15012.690344769797,109
15098.303341862613,110
15098.584992857095,111
15178.77594614907,112
15179.002059683104,113
15179.294838935542,114
15179.682412207883,115
15180.137209908251,116
15180.570508361887,117
15338.085590140918,118
15338.30833347014,119
15338.837206892915,120
15490.974803122272,120
15491.252779205772,121
15491.732541171104,122
15491.955759806431,123
15492.44779325046,124
15593.664957310752,124
15674.14374427982,125
15781.589655461725,125
15837.80600495557,125
15975.973928760393,125
16062.895390362832,126
16076.634966443267,127
16156.589830841507,127
16156.998405653943,128
16376.042215548343,129
16376.285870292673,130
16376.525669380777,131
16392.10935927265,131
16466.458047287193,131
16545.503910718304,131
16745.160241692007,131
16825.09668102468,131
16825.56685529006,132
16890.3441839875,132
16916.270020233274,133
16996.22402644099,133
17144.8369841988,133
17145.1500254911,134
17145.684041712924,135
17225.61704374022,135
17305.512179287103,135
17345.992748672834,135
17351.307505148783,135
17431.262369666372,135
17511.528678864728,136
17591.753752636505,137
17671.708617146276,137
17751.66348172343,137
18101.564603772247,138
18101.977749264734,139
18102.217520531765,140
18102.440424929795,141
18119.749043716904,142
18199.70390451937,142
18200.23975096102,143
18280.695104804367,144
18422.160928198526,144
18703.466584139045,144
18703.6897166355,145
19140.381739232595,146
19291.64744415707,146
19291.876284067224,147
19434.593597878425,148
19540.84784484318,149
19541.37997981831,150
19572.750461223884,151
19649.73995665721,152
19780.232817781834,153
19780.670425452827,154
19781.201621403136,155
19919.422218651387,155
19919.928668485703,156
19923.16998125272,157
20089.855915401477,157
20249.76558091767,157
20386.9108851214,157
20387.397166951272,158
20387.793608485008,159
20414.517422398345,160
20735.095413881165,160
20890.54181091302,161
20960.35051472759,161
21040.303250855868,161
21083.59993592252,162
21191.208875692068,161
21215.68076461283,160
21244.33519325839,161
21281.570073172996,161
21282.10052974508,162
21553.667222039843,162
21692.561164183302,163
21692.90030779311,164
21693.41703353745,165
21693.664208502163,166
21694.121823595036,167
21821.200687640256,167
21821.696727230246,168
21827.011538954102,168
21827.266975859708,169
22285.38269379771,169
22285.918116117737,170
22286.455882520564,171
22286.90444249627,172
22706.66795178991,172
22731.10846566848,173
22747.784574310284,173
22748.223837273432,174
22748.741355707218,175
22749.040275584623,176
22749.301479089172,177
22749.628323870933,178
22750.159034155182,179
22750.691684471218,180
22790.864591280795,180
22791.102649291373,181
22791.32686973521,182
22871.550210308607,183
22949.851626987456,183
22991.764323965443,183
23249.356184739423,183
23366.707700965162,184
23440.20872906167,185
23455.092003505484,185
23535.046868020294,185
23614.427894071603,185
23694.382758578224,185
23801.410259590397,186
23801.724043050875,187
23882.085875592154,188
24325.847696628945,188
24343.605045556193,188
24411.829218577044,188
24533.31689978086,188
24758.495851266343,189
24758.724827498198,190
24758.9622998238,191
24808.89499828537,192
24830.816702395434,192
24831.08398747968,193
24941.208108814182,193
25169.74668284819,194
25253.93794339739,195
25254.28536410549,196
25496.136742098985,197
25576.09145463408,197
26162.61531843712,197
26162.973522972406,198
26163.40408162706,199
26243.608302609042,200
26243.841139942673,201
26244.3590680723,202
26244.77189907447,203
26271.766199671678,203
26272.099569811435,204
26314.175021845374,204
26314.489717890796,205
26394.444582468783,205
26571.85424496236,205
26703.09754933763,205
26783.042987897803,205
26966.87689564502,205
27067.32116419989,206
27496.06865733051,207
27654.50713143136,207
27900.530940870576,207
27901.02483022669,208
27980.974014799714,208
27981.3452691954,209
