tiempo,evento,token,saldo_vendedor,extra
79.95486450596243,compra_fallida_sin_tokens,,5000.0,2808.7788946181145
160.4418143290053,mint,T0,4950.0,
1012.0534147532055,mint,T1,4900.0,
1302.4494154367799,compra_exitosa,T1,5872.699325197742,2290.5602743317677
1302.9859097838287,mint,T2,5822.699325197742,
1422.6735276024203,burn_token,T2,5822.699325197742,
1423.1489165934267,mint,T3,5772.699325197742,
1423.399135016002,mint,T4,5722.699325197742,
1503.5773550830497,mint,T5,5672.699325197742,
1509.5427617011587,compra_exitosa,T0,6659.523506378564,1790.7851216959607
1509.805793714566,mint,T6,6609.523506378564,
1510.1819559340718,mint,T7,6559.523506378564,
1595.4395527198637,compra_exitosa,T5,7594.154777401052,2272.3682153882846
1675.3941576579123,compra_exitosa,T7,8632.997066832339,2171.4212074009693
1675.6630936195295,mint,T8,8582.997066832339,
1825.5413516005071,compra_exitosa,T4,9421.279877827785,2243.661399621692
1830.8911394515465,compra_exitosa,T6,10273.081023715205,1682.0159862395915
1831.3662115963346,mint,T9,10223.081023715205,
1911.0683155358406,compra_exitosa,T3,11201.68548079645,2416.4172569763614
1991.4140227734981,mint,T10,11151.68548079645,
1991.8828130037261,mint,T11,11101.68548079645,
2158.5699793146932,compra_exitosa,T11,12059.245958725383,1678.7546258594043
2549.2654756373267,mint,T12,12009.245958725383,
2629.6971466098935,mint,T13,11959.245958725383,
2709.645625285861,compra_exitosa,T9,12945.075086555202,2518.7055363266395
2776.76468252896,actualizacion_precio,T10,12945.075086555202,1075.7032065053977
2827.5007022528202,mint,T14,12895.075086555202,
3308.506646060753,mint,T15,12845.075086555202,
3309.007630406313,mint,T16,12795.075086555202,
3500.844360847091,compra_exitosa,T10,13870.778293060599,2196.120033709333
3501.373784255191,mint,T17,13820.778293060599,
3517.794681000828,mint,T18,13770.778293060599,
3597.748143247826,compra_exitosa,T15,14906.939016692275,2313.0372215556035
3761.7854099526035,mint,T19,14856.939016692275,
3841.7610433133427,mint,T20,14806.939016692275,
3861.222714265847,compra_exitosa,T14,15781.676529812012,1845.9621131350486
4119.979167425806,compra_exitosa,T12,16756.79175791291,1823.89540083253
4350.019342097059,mint,T21,16706.79175791291,
4350.534451507253,mint,T22,16656.79175791291,
4430.489090235654,compra_exitosa,T13,17609.71624800043,1977.7574964003406
4430.898754551946,mint,T23,17559.71624800043,
4431.148030385335,mint,T24,17509.71624800043,
4639.888649729627,compra_exitosa,T20,18730.516113333528,1279.4016631888437
4640.186097445712,mint,T25,18680.516113333528,
4640.414137870365,mint,T26,18630.516113333528,
4640.862539701218,mint,T27,18580.516113333528,
4708.0840674009,compra_exitosa,T16,19586.183142740694,1966.6209863380768
4708.366730526879,mint,T28,19536.183142740694,
4767.273111900404,compra_exitosa,T27,20625.692898332713,1933.88665888657
4847.2277144483205,compra_exitosa,T17,21584.68995717882,2304.495157406214
4927.182579026402,compra_exitosa,T28,22273.02467243283,2505.420607573848
4927.457481245646,mint,T29,22223.02467243283,
5007.780425674422,mint,T30,22173.02467243283,
5008.318574511866,mint,T31,22123.02467243283,
5029.203580283895,burn_token,T8,22123.02467243283,
5098.788761569592,compra_exitosa,T30,23276.678088064647,2448.713046601206
5554.3906276227235,mint,T32,23226.678088064647,
5664.570000683079,actualizacion_precio,T29,23226.678088064647,894.3888430812914
5833.779966803153,mint,T33,23176.678088064647,
5834.016095979348,mint,T34,23126.678088064647,
5834.494743975057,mint,T35,23076.678088064647,
5834.719405214085,mint,T36,23026.678088064647,
6185.315150121402,mint,T37,22976.678088064647,
6195.23675666803,compra_exitosa,T33,24010.834035409443,2441.854506049067
6195.459537645728,mint,T38,23960.834035409443,
6269.102564403368,compra_exitosa,T38,24907.619646392133,1878.3586897962687
6387.470110991196,actualizacion_precio,T31,24907.619646392133,913.5714738059464
6467.7718504047625,mint,T39,24857.619646392133,
6626.789633222944,compra_exitosa,T25,25832.093830725913,1573.6899808364572
6627.023718851947,mint,T40,25782.093830725913,
6627.4318017487085,mint,T41,25732.093830725913,
6782.140147304268,compra_exitosa,T21,26762.10892584953,1112.178425836161
6862.091597952482,compra_exitosa,T35,27586.958655467497,2925.1891782266866
6942.443653208182,mint,T42,27536.958655467497,
7104.538527705131,mint,T43,27486.958655467497,
7333.060429667871,burn_token,T18,27486.958655467497,
7333.283884530012,mint,T44,27436.958655467497,
7333.775302016926,mint,T45,27386.958655467497,
7424.8783780601725,compra_exitosa,T44,28338.962191196275,1781.9093767756956
7430.194239022997,compra_exitosa,T39,29452.524249745424,1480.2434794563335
7435.512243287174,compra_exitosa,T31,30366.09572355137,3300.676502365743
7435.947280089512,mint,T46,30316.09572355137,
7606.046109615035,mint,T47,30266.09572355137,
7606.58257763705,mint,T48,30216.09572355137,
7606.8246349075725,mint,T49,30166.09572355137,
