tiempo,evento,token,saldo_vendedor,extra
79.95485022908485,compra_fallida_sin_tokens,,5000.0,2406.1166318847027
197.44662345084342,mint,T0,4950.0,
338.43352811625687,mint,T1,4900.0,
728.0455809364357,mint,T2,4850.0,
741.84855647486,mint,T3,4800.0,
742.3253356779002,mint,T4,4750.0,
742.7958407345573,mint,T5,4700.0,
753.534589161058,compra_exitosa,T4,5720.105498731057,2297.9411754467965
754.0307520234823,mint,T6,5670.105498731057,
1226.1196082948604,mint,T7,5620.105498731057,
1306.0744689946223,compra_exitosa,T0,6606.087379369971,2250.0812267325123
1368.7033069457705,compra_exitosa,T2,7472.215008756414,1829.217341057903
1454.2657156552305,mint,T8,7422.215008756414,
1468.4890631394583,mint,T9,7372.215008756414,
1628.1468867154167,compra_exitosa,T7,8369.23463057127,1610.3358586361646
1637.703810832955,mint,T10,8319.23463057127,
1742.6451532285032,compra_exitosa,T6,9183.669700244469,1409.5621995395431
1742.8688096554647,mint,T11,9133.669700244469,
1831.979765694523,actualizacion_precio,T1,9133.669700244469,926.5760052308358
1832.5179055142926,mint,T12,9083.669700244469,
1833.0550187602278,mint,T13,9033.669700244469,
1913.0098825581217,compra_exitosa,T9,9948.100480227096,2847.110078614567
1913.245208491985,mint,T14,9898.100480227096,
2216.9396842875153,compra_exitosa,T14,10872.128363119444,1501.2837335514457
2217.1773656872506,mint,T15,10822.128363119444,
2582.880747812761,mint,T16,10772.128363119444,
2830.075313779448,mint,T17,10722.128363119444,
2830.361898626218,mint,T18,10672.128363119444,
3002.9522613833265,compra_exitosa,T17,11632.295661831282,1883.6100341998604
3003.45995122976,mint,T19,11582.295661831282,
3048.3369352397376,mint,T20,11532.295661831282,
3085.12509533303,compra_exitosa,T18,12601.085870120522,2310.9153033574694
3166.468716178641,compra_exitosa,T16,13669.768619665805,2073.556770403736
3166.8571148318874,mint,T21,13619.768619665805,
3167.393431172933,mint,T22,13569.768619665805,
3326.5196848079654,compra_exitosa,T22,14452.627180456406,1780.5004969275005
3497.7392551901976,compra_exitosa,T1,15379.203185687242,2204.670514704235
3503.053981801183,compra_exitosa,T5,16344.648911545493,2320.4147656135297
3503.550892109174,mint,T23,16294.648911545493,
3661.639112640134,compra_exitosa,T20,17153.46808947136,2182.37636189426
3741.5937406931916,compra_exitosa,T12,18316.001120378878,2172.830472060672
3826.8668644999634,compra_exitosa,T19,19384.615312803056,2270.003327259222
4438.868977825881,burn_token,T21,19384.615312803056,
4446.666914752212,compra_exitosa,T3,20296.048494402414,1823.9179488847026
4526.621779015404,compra_exitosa,T11,21058.067066159376,2345.3514612127815
4527.150312910142,mint,T24,21008.067066159376,
4527.51766466896,mint,T25,20958.067066159376,
4624.076478810155,mint,T26,20908.067066159376,
4703.083885733029,compra_exitosa,T13,21771.899563113013,1868.5646588233872
4703.492890879554,mint,T27,21721.899563113013,
4723.75535436422,mint,T28,21671.899563113013,
4724.067787122192,mint,T29,21621.899563113013,
4809.337577912522,compra_exitosa,T28,22654.424730698447,1990.3521693889932
4895.407607217673,mint,T30,22604.424730698447,
4895.753330042565,mint,T31,22554.424730698447,
4896.009413952437,mint,T32,22504.424730698447,
5101.602257262731,mint,T33,22454.424730698447,
5539.366066970721,mint,T34,22404.424730698447,
5539.903582375404,mint,T35,22354.424730698447,
5576.91381922604,burn_token,T35,22354.424730698447,
5577.364369430102,mint,T36,22304.424730698447,
5577.673527096314,mint,T37,22254.424730698447,
5773.059068309706,mint,T38,22204.424730698447,
5773.557579923707,mint,T39,22154.424730698447,
6072.980296509518,actualizacion_precio,T37,22154.424730698447,1009.9557597599967
6073.4852890378625,mint,T40,22104.424730698447,
6073.786374962514,mint,T41,22054.424730698447,
6074.009158774898,mint,T42,22004.424730698447,
6074.5284716339875,mint,T43,21954.424730698447,
6074.800407672714,mint,T44,21904.424730698447,
6075.031281308171,mint,T45,21854.424730698447,
6075.258649675689,mint,T46,21804.424730698447,
6141.761843960847,compra_exitosa,T15,22814.693782373306,2159.970700163528
6261.4776167925065,actualizacion_precio,T46,22814.693782373306,999.5737062356123
6422.346655333259,compra_exitosa,T40,23856.14405442959,2345.286142585467
6509.423452327427,mint,T47,23806.14405442959,
6509.8042459596945,mint,T48,23756.14405442959,
6510.342161830508,mint,T49,23706.14405442959,
6749.79331264575,mint,T50,23656.14405442959,
6933.65707149493,mint,T51,23606.14405442959,
7074.611533819552,mint,T52,23556.14405442959,
