tiempo,tokens_circulacion
359.75403849154486,1
360.07503649490434,2
360.54130010969976,3
361.0759529059625,4
441.01853090908264,4
583.781353921936,5
654.1146503112398,5
659.7397010986399,6
660.0278256379116,7
776.3678217389532,6
855.9277251606647,6
856.1517075882422,7
964.2974614542571,8
964.7959171673858,9
965.1397878204439,10
965.3634275440631,11
965.7171605830667,12
971.4321494193409,13
1051.3870139928374,13
1062.2553228891684,14
1062.7478012871875,15
1130.5818189234597,16
1148.713922215898,16
1253.6134349540891,17
1253.867689900343,18
1258.6139540496583,17
1351.478152731131,17
1352.0161054457199,18
1431.9709700238031,18
1503.4663042251377,18
1503.9914187043964,19
1504.238865677376,20
1504.5676392217622,21
1614.8606446959486,22
1615.1048309935259,23
1678.9936148328175,23
1679.4148744615875,24
1910.278179198933,24
1987.2374054352224,24
2067.0435358821733,24
2453.9399785118635,25
2454.4718849699084,26
2569.565405948076,26
2757.7265974437573,27
2992.149633446164,27
3071.782761784851,27
3149.8213750040895,28
3150.075390214719,29
3150.3004237001333,30
3150.8379861162466,31
3310.5775519817175,32
3316.3627723379923,32
3475.8441728802836,32
3483.3247386048774,32
3621.4403477084998,32
3941.006912565797,33
4020.9617771438816,33
4021.1864505400017,34
4056.947111296814,35
4138.492364579072,35
4302.000570741559,35
4381.955427855433,35
4437.540212670034,36
4437.866862976503,37
4786.001297739333,37
4786.358455158492,38
4807.569561281106,38
4807.849090305719,39
4825.600426567539,40
4825.986057329648,41
4831.3016519687,41
4864.697150460775,42
5117.906350345871,43
5118.417444772992,44
5131.055708190506,45
5290.965107934129,45
5367.402491026137,45
5373.405208475578,46
5440.225939851968,47
5628.810299272713,47
5629.055099176883,48
5629.37956944695,49
5739.35423267293,50
5739.860522006636,51
5868.351849483207,52
5961.509786307584,53
5961.86336907167,54
6722.395655320038,54
6808.67016788788,54
6934.248198086394,54
6934.777962089938,55
6935.315274738809,56
6935.708638939345,57
6936.176828676514,58
6945.310412928518,58
6980.773281459945,59
6981.069520768592,60
7033.371952907062,60
7112.312794226126,60
7489.384718960517,61
7496.526344690764,62
7502.268549112973,63
7584.962311883826,64
7664.560290611755,65
7731.176684558014,66
7731.441729821532,67
7731.916498650351,68
7738.968831515505,69
7819.431791310962,70
7828.572192568061,70
7901.680913371156,69
8170.181203785799,70
8250.135736390333,70
8337.421218515505,71
8414.230077579094,71
8735.419104770175,72
8735.889404020949,73
9163.507882349879,74
9163.92722715782,75
9296.537976015892,74
9296.76272718665,75
9297.02580166554,76
9302.620881021627,76
9423.255738961001,77
9429.074818389987,78
9614.149957183736,78
9694.104821085528,78
10046.899953930326,78
10072.231893006487,79
10167.249932999961,79
10266.45912756365,79
10346.708441366525,80
10426.663305839984,80
10553.921223265172,81
10787.110483068273,81
11006.276094181556,82
11006.723300759479,83
11007.028179974503,84
11007.251370332984,85
11007.723198140586,86
11623.894841190402,86
11703.84829899172,86
11704.300438237664,87
11704.838378464738,88
11705.062336843032,89
11771.957315180864,89
11772.317672104586,90
11772.542747332058,91
11852.497611908937,91
11852.945705338532,92
12183.202127016624,93
12294.760661660051,93
12344.782228097349,94
12345.236706611056,95
12345.761853102575,96
12346.290846380512,97
12346.518153068346,98
12426.508970451236,98
12465.890997210287,97
12625.800725771853,97
12646.267474158338,98
12646.572977487842,99
12703.73311442363,100
12739.248228858645,100
12739.473469095035,101
12744.788195749557,101
12745.012779133996,102
12920.545739217454,103
13006.256382978034,104
13086.210736719648,104
13092.693435392523,105
13401.060829986633,106
13406.379097303778,106
13555.675791280606,106
13556.15026029141,107
13580.41868610452,107
13922.325758561368,107
13927.771655103257,107
14022.977049937364,107
14102.931914511424,107
14296.942154051592,107
14297.183615943126,108
14377.138099666561,108
14482.839909828073,108
14639.21287160573,108
14702.993226552971,108
14782.926587887807,108
14882.760822454855,108
14962.714701001927,108
15043.133195643655,109
15069.226719397562,110
15074.580292265888,110
15074.811459690647,111
15080.159916244136,111
15085.94138507871,112
15163.134939073236,113
15244.996136108406,114
15250.310867680057,114
15250.669369770692,115
15330.624233601939,115
15846.430382605855,116
15846.661933172827,117
15847.164135698898,118
15847.60751529094,119
15847.953624894033,120
16125.089160157902,120
16275.148935685647,121
16275.424332672308,122
16275.956550424544,123
16389.079282190112,124
16422.956572048846,124
16423.470988374695,125
16833.373320970997,126
16833.830995422017,127
16914.318554620968,128
16920.195389314584,129
17005.578674681576,129
17005.85545395775,130
17006.36799420684,131
17006.673423599317,132
17007.211332925974,133
17007.455150931037,134
17439.52233035103,134
17439.747537435545,135
17719.50942574873,136
17808.285564037593,136
17808.77101586362,137
17888.723963975324,137
17894.316986393926,138
17894.68482902542,139
17895.19739661091,140
17960.877962328348,141
17998.982635071447,140
17999.4138489739,141
18004.997890260816,142
18005.22082440639,143
18005.477100243676,144
18005.964082252594,145
18011.38553270437,145
18011.922452126695,146
18012.16101003522,147
18182.91667007873,148
18183.26887494797,149
18467.2741943773,150
18467.79039291381,151
18673.704373706492,152
18673.958466542514,153
18810.45758877517,153
18890.141177723508,153
18970.075401816674,153
19113.346856479515,153
19129.087528173124,154
19129.390002793283,155
19428.314208137104,155
19548.123905724442,156
19548.62524876487,157
19586.70260194301,158
19792.47183797114,159
19792.8942935041,160
19793.12624957916,161
19793.606305244597,162
19981.54498545738,162
20015.79289776415,161
20036.879859640358,162
20072.882929960273,163
20073.148058324172,164
20170.762937146832,164
20253.886111849042,165
20390.65758691846,166
20450.881006809792,167
20530.83586924277,167
20607.36271230966,167
20713.756447372383,167
20793.71131194339,167
20799.02693871902,167
21124.060931499524,168
21124.459959104097,169
21210.961823718895,169
21223.507396827867,170
21303.462260188568,170
21303.6851153201,171
21383.68835665783,172
21464.024898144384,173
21469.39246276866,173
21558.24501371049,173
21558.486579633674,174
21794.971696291206,175
21806.214633439737,175
22046.07922262063,175
22126.03406077886,175
22126.270241817045,176
22209.682487009464,177
22210.204832416777,178
22215.535709203643,178
22373.744333262228,179
22453.697401946753,179
22632.265301957064,180
22642.39828812473,181
22642.640722073378,182
22781.44297248593,182
22781.97799014333,183
22782.37608633559,184
22782.705063750895,185
22862.235379956594,185
22862.61102872754,186
22862.944397555337,187
22863.24596633631,188
22863.510871662846,189
22864.017143258974,190
22864.248659827834,191
22864.513736642413,192
22869.9763815865,192
22914.43154510802,191
22914.722145976022,192
22994.635230571137,192
23084.14887385258,192
23084.47003818741,193
23096.90310828521,193
23199.766282550754,194
23200.243129340743,195
23280.197983532722,195
23335.97311456529,195
23336.462255667757,196
23340.328312429774,196
23490.01216111512,197
23569.966936819237,197
23575.542599570796,198
23655.281689923748,198
23735.195730171665,198
23751.114811013584,198
24098.822046837424,198
24196.943897624988,198
24227.81930756333,198
24233.192621090275,198
24335.246502215832,199
24349.98100509901,200
24511.741282186038,199
24578.635228109753,200
24738.544949625204,200
25088.221532920597,201
25093.536261226214,201
25093.773169667384,202
25094.290891952824,203
25094.559450118286,204
25545.820607083646,205
25728.222351375138,206
25728.633131324263,207
25836.222240772073,207
25858.527012302424,207
25895.09025704023,208
25975.04353457512,208
25984.977431372532,209
26007.20119848159,209
26087.15606305708,209
26087.608232273407,210
26129.974191739246,210
26209.73608521243,210
26438.056716432824,211
26506.443969835436,211
26586.3988305827,211
26713.70253539661,212
26714.24056044034,213
26794.195416579507,213
26874.557408273933,214
26874.80323960056,215
26875.2527294815,216
26875.70510574454,217
26977.973733598123,218
27071.06617276496,218
27071.42872666622,219
27071.67442360509,220
27141.261429225815,220
27349.97468134508,219
27365.837840275184,219
27446.311975179255,220
27526.636954869635,221
27527.083764570452,222
27558.63509777171,223
27639.03412661586,224
27718.548445293196,224
27719.06386244621,225
27719.475158124453,226
27805.64836293815,226
27951.294155172855,226
28030.689812130247,227
28146.16731649332,227
28361.372110982706,227
