tiempo,evento,token,saldo_vendedor,extra
359.75403849154486,mint,T0,4950.0,
360.07503649490434,mint,T1,4900.0,
360.54130010969976,mint,T2,4850.0,
361.0759529059625,mint,T3,4800.0,
441.01853090908264,compra_exitosa,T3,5698.030468029115,2194.8323290673384
583.781353921936,mint,T4,5648.030468029115,
654.1146503112398,actualizacion_precio,T1,5648.030468029115,1027.9267838216526
659.7397010986399,mint,T5,5598.030468029115,
660.0278256379116,mint,T6,5548.030468029115,
776.3678217389532,burn_token,T0,5548.030468029115,
855.9277251606647,compra_exitosa,T2,6566.155584289319,2235.2858385655118
856.1517075882422,mint,T7,6516.155584289319,
964.2974614542571,mint,T8,6466.155584289319,
964.7959171673858,mint,T9,6416.155584289319,
965.1397878204439,mint,T10,6366.155584289319,
965.3634275440631,mint,T11,6316.155584289319,
965.7171605830667,mint,T12,6266.155584289319,
971.4321494193409,mint,T13,6216.155584289319,
1051.3870139928374,compra_exitosa,T5,7292.525355874124,2436.4302196266563
1062.2553228891684,mint,T14,7242.525355874124,
1062.7478012871875,mint,T15,7192.525355874124,
1130.5818189234597,mint,T16,7142.525355874124,
1148.713922215898,compra_exitosa,T13,8149.0604154839,2549.1033017103814
1253.6134349540891,mint,T17,8099.0604154839,
1253.867689900343,mint,T18,8049.0604154839,
1258.6139540496583,burn_token,T12,8049.0604154839,
1351.478152731131,compra_exitosa,T4,9124.050439426272,2290.0515635958322
1352.0161054457199,mint,T19,9074.050439426272,
1431.9709700238031,compra_exitosa,T8,10045.046695465635,2427.789778823795
1503.4663042251377,compra_exitosa,T11,11050.013801095662,1862.6237668335677
1503.9914187043964,mint,T20,11000.013801095662,
1504.238865677376,mint,T21,10950.013801095662,
1504.5676392217622,mint,T22,10900.013801095662,
1614.8606446959486,mint,T23,10850.013801095662,
1615.1048309935259,mint,T24,10800.013801095662,
1678.9936148328175,compra_exitosa,T23,11775.743926313133,1750.8290193644655
1679.4148744615875,mint,T25,11725.743926313133,
1910.278179198933,compra_exitosa,T25,12712.012829734245,2777.575578180434
1987.2374054352224,compra_exitosa,T17,13608.817305524803,1796.7982171808894
2067.0435358821733,compra_exitosa,T7,14476.408622538214,2005.5976116775628
2453.9399785118635,mint,T26,14426.408622538214,
2454.4718849699084,mint,T27,14376.408622538214,
2569.565405948076,actualizacion_precio,T16,14376.408622538214,1163.8359732270942
2757.7265974437573,mint,T28,14326.408622538214,
2992.149633446164,actualizacion_precio,T19,14326.408622538214,990.5175768719128
3071.782761784851,compra_exitosa,T28,15365.246195461232,1999.9123177935232
3149.8213750040895,mint,T29,15315.246195461232,
3150.075390214719,mint,T30,15265.246195461232,
3150.3004237001333,mint,T31,15215.246195461232,
3150.8379861162466,mint,T32,15165.246195461232,
3310.5775519817175,mint,T33,15115.246195461232,
3316.3627723379923,compra_exitosa,T9,16079.082943099516,1859.3393515488337
3475.8441728802836,compra_exitosa,T21,17193.685957513724,1560.9244723004485
3483.3247386048774,compra_exitosa,T20,18329.344296096522,1646.46338335527
3621.4403477084998,compra_exitosa,T6,19442.08169714108,1452.45175506648
3941.006912565797,mint,T34,19392.08169714108,
4020.9617771438816,compra_exitosa,T10,20355.711385531027,1882.0748239091477
4021.1864505400017,mint,T35,20305.711385531027,
4056.947111296814,mint,T36,20255.711385531027,
4138.492364579072,compra_exitosa,T36,21204.790049271112,2006.897470814939
4302.000570741559,compra_exitosa,T34,22386.130819122656,1320.0854782367094
4381.955427855433,compra_exitosa,T30,23408.439941628647,1905.7286672180626
4437.540212670034,mint,T37,23358.439941628647,
4437.866862976503,mint,T38,23308.439941628647,
4786.001297739333,compra_exitosa,T33,24319.672058175627,1284.2262692305003
4786.358455158492,mint,T39,24269.672058175627,
4807.569561281106,compra_exitosa,T24,25080.671041057332,1698.4072340585512
4807.849090305719,mint,T40,25030.671041057332,
4825.600426567539,mint,T41,24980.671041057332,
4825.986057329648,mint,T42,24930.671041057332,
4831.3016519687,compra_exitosa,T37,26024.321452730383,1399.6253059169785
4864.697150460775,mint,T43,25974.321452730383,
5117.906350345871,mint,T44,25924.321452730383,
5118.417444772992,mint,T45,25874.321452730383,
5131.055708190506,mint,T46,25824.321452730383,
5290.965107934129,compra_exitosa,T29,26749.629124223367,2969.442625618285
5367.402491026137,compra_exitosa,T41,27686.997596605066,3088.856215533224
5373.405208475578,mint,T47,27636.997596605066,
5440.225939851968,mint,T48,27586.997596605066,
5628.810299272713,actualizacion_precio,T45,27586.997596605066,1128.6625810103528
5629.055099176883,mint,T49,27536.997596605066,
5629.37956944695,mint,T50,27486.997596605066,
5739.35423267293,mint,T51,27436.997596605066,
5739.860522006636,mint,T52,27386.997596605066,
5868.351849483207,mint,T53,27336.997596605066,
5961.509786307584,mint,T54,27286.997596605066,
5961.86336907167,mint,T55,27236.997596605066,
6722.395655320038,compra_exitosa,T18,28301.93406503882,1558.8355631212364
6808.67016788788,compra_exitosa,T54,29318.363541575876,2624.5936430240695
6934.248198086394,compra_exitosa,T47,30317.807512211068,1662.8935665209922
6934.777962089938,mint,T56,30267.807512211068,
6935.315274738809,mint,T57,30217.807512211068,
